,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,support_indicator ,credit_risk
7990,52,35281 złoty,1 dzieci,,,0,18,samozatrudnienie,nie,,1,średnie,małe,kawaler/panna,0.0065928706069973,0
7991,39,,brak,dobra historia,brak opóźnień,1,8,stała,nie,50590 złoty,0,podstawowe,małe,kawaler/panna,0.515851126394252,0
7992,56,17768 złoty,brak,brak historii,,3,14,stała,tak,55750 złoty,0,wyższe,średnie,żonaty/zamężna,0.8112771708278265,0
7993,49,25788 złoty,2 dzieci,dobra historia,brak opóźnień,1,16,stała,nie,,1,średnie,średnie,kawaler/panna,0.1843697049937011,0
7994,32,11448 złoty,1 dzieci,brak historii,,2,16,stała,,71729 złoty,0,średnie,małe,kawaler/panna,0.0364436996949218,0
7995,62,36043 złoty,brak,dobra historia,opóźnienia,1,15,samozatrudnienie,,37549 złoty,0,wyższe,małe,żonaty/zamężna,0.3383917247627915,0
7996,43,14888 złoty,1 dzieci,brak historii,opóźnienia,0,13,określona,,35205 złoty,0,średnie,średnie,żonaty/zamężna,0.3965623911211292,0
7997,31,32618 złoty,2 dzieci,,,0,9,samozatrudnienie,tak,69047 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.3762489487232879,0
7998,56,12398 złoty,2 dzieci,brak historii,brak opóźnień,2,13,stała,nie,,1,podstawowe,średnie,kawaler/panna,0.9547751396541024,0
7999,60,,brak,,,0,8,stała,nie,,0,średnie,małe,kawaler/panna,0.0810274280114102,0
8000,39,25872 złoty,brak,,opóźnienia,2,15,stała,tak,65193 złoty,0,wyższe,duże,kawaler/panna,0.4162962813696544,0
8001,34,14903 złoty,4 dzieci,dobra historia,opóźnienia,1,3,stała,,49763 złoty,0,średnie,duże,kawaler/panna,0.2708520410485043,0
8002,38,31122 złoty,3 dzieci,brak historii,,3,9,brak,nie,,1,podstawowe,małe,kawaler/panna,0.4622260877988696,0
8003,47,16396 złoty,brak,dobra historia,brak opóźnień,3,6,określona,tak,139164 złoty,0,wyższe,duże,kawaler/panna,0.3414518773655426,0
8004,52,32041 złoty,2 dzieci,dobra historia,brak opóźnień,0,1,stała,tak,138450 złoty,0,średnie,małe,kawaler/panna,0.1147225976784119,0
8005,45,,brak,dobra historia,opóźnienia,1,5,stała,nie,,0,podstawowe,małe,rozwiedziony/rozwiedziona,0.3568638639787135,0
8006,41,,brak,dobra historia,brak opóźnień,4,0,określona,tak,52536 złoty,0,średnie,duże,rozwiedziony/rozwiedziona,0.8211980118337553,0
8007,54,,brak,dobra historia,2,1,7,określona,nie,43393 złoty,0,średnie,średnie,żonaty/zamężna,0.4778478087712016,0
8008,36,17761 złoty,brak,dobra historia,opóźnienia,0,10,określona,nie,84979 złoty,1,wyższe,średnie,żonaty/zamężna,0.8301488516985649,0
8009,50,40000 złoty,3 dzieci,dobra historia,opóźnienia,2,15,brak,tak,,0,średnie,małe,kawaler/panna,0.4045553296218677,0
8010,37,,1 dzieci,dobra historia,,4,7,określona,,74987 złoty,1,wyższe,średnie,żonaty/zamężna,0.1630827813080638,0
8011,44,40000 złoty,brak,dobra historia,brak opóźnień,3,0,stała,tak,10934 złoty,1,średnie,średnie,żonaty/zamężna,0.757641076213715,0
8012,38,40000 złoty,2 dzieci,,brak opóźnień,1,8,stała,tak,,0,podstawowe,duże,kawaler/panna,0.8078965632769123,0
8013,39,16858 złoty,2 dzieci,dobra historia,brak opóźnień,1,15,brak,nie,118637 złoty,1,wyższe,małe,żonaty/zamężna,0.6891707896094179,0
8014,36,20045 złoty,brak,dobra historia,,2,0,brak,tak,131007 złoty,1,podstawowe,małe,kawaler/panna,0.4041301624539611,0
8015,53,17932 złoty,1 dzieci,,,2,5,określona,nie,87090 złoty,1,podstawowe,duże,rozwiedziony/rozwiedziona,0.7425252969232934,1
8016,32,15744 złoty,2 dzieci,,brak opóźnień,0,9,samozatrudnienie,tak,65739 złoty,0,średnie,średnie,kawaler/panna,0.6072849031486242,0
8017,32,8771 złoty,2 dzieci,,brak opóźnień,1,1,stała,tak,31998 złoty,1,podstawowe,małe,rozwiedziony/rozwiedziona,0.8035477891441418,0
8018,61,21864 złoty,2 dzieci,,opóźnienia,2,6,samozatrudnienie,,70222 złoty,0,średnie,średnie,żonaty/zamężna,0.5686986304006489,0
8019,49,11582 złoty,brak,dobra historia,brak opóźnień,1,16,stała,tak,92523 złoty,0,średnie,małe,kawaler/panna,0.8809962349011679,0
8020,18,21653 złoty,brak,brak historii,brak opóźnień,1,13,stała,nie,191112 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.334548231123485,0
8021,34,40000 złoty,2 dzieci,dobra historia,brak opóźnień,1,4,stała,nie,25209 złoty,1,podstawowe,duże,żonaty/zamężna,0.7278548506900377,0
8022,21,17074 złoty,3 dzieci,dobra historia,,0,13,samozatrudnienie,tak,121341 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.392612544436774,0
8023,30,24279 złoty,brak,,opóźnienia,3,11,stała,tak,181964 złoty,0,podstawowe,średnie,żonaty/zamężna,0.5424146446973102,0
8024,18,34659 złoty,brak,brak historii,2,0,18,brak,,35468 złoty,1,podstawowe,średnie,rozwiedziony/rozwiedziona,0.442514355505936,0
8025,38,25340 złoty,3 dzieci,,2,2,10,stała,tak,,0,wyższe,duże,żonaty/zamężna,0.8977743963324046,0
8026,28,25495 złoty,brak,,opóźnienia,3,5,brak,tak,12742 złoty,0,podstawowe,małe,rozwiedziony/rozwiedziona,0.9103693249751404,0
8027,40,18375 złoty,brak,dobra historia,opóźnienia,1,3,stała,nie,82954 złoty,0,średnie,średnie,żonaty/zamężna,0.438332984117681,0
8028,23,19615 złoty,brak,,opóźnienia,1,11,samozatrudnienie,tak,82030 złoty,0,podstawowe,małe,kawaler/panna,0.4494176221111287,0
8029,40,13629 złoty,brak,,opóźnienia,2,9,stała,,,1,średnie,duże,żonaty/zamężna,0.5435096717179734,0
8030,35,,brak,dobra historia,brak opóźnień,1,12,określona,,46729 złoty,0,wyższe,średnie,żonaty/zamężna,0.1516615419445427,0
8031,55,9221 złoty,1 dzieci,brak historii,2,0,6,stała,nie,149938 złoty,1,podstawowe,małe,żonaty/zamężna,0.8843578297904885,0
8032,54,35794 złoty,brak,dobra historia,brak opóźnień,5,13,określona,nie,36397 złoty,1,średnie,duże,kawaler/panna,0.7285014858662409,1
8033,47,10917 złoty,4 dzieci,brak historii,2,2,15,stała,nie,,0,średnie,średnie,żonaty/zamężna,0.4381401041116294,0
8034,36,35642 złoty,3 dzieci,dobra historia,,3,11,stała,nie,10000 złoty,0,podstawowe,duże,kawaler/panna,0.0603495952325864,0
8035,59,18455 złoty,3 dzieci,dobra historia,opóźnienia,0,14,określona,nie,,1,średnie,małe,żonaty/zamężna,0.4053721245889854,0
8036,24,11897 złoty,3 dzieci,dobra historia,,2,11,stała,tak,161104 złoty,1,średnie,duże,żonaty/zamężna,0.0270013558396823,0
8037,25,29426 złoty,1 dzieci,brak historii,opóźnienia,0,11,stała,,85776 złoty,1,średnie,średnie,żonaty/zamężna,0.1213713092735924,0
8038,39,35044 złoty,brak,brak historii,opóźnienia,2,7,stała,tak,145171 złoty,1,średnie,duże,kawaler/panna,0.8735348136818927,0
8039,62,17693 złoty,brak,brak historii,,0,16,określona,tak,54555 złoty,0,średnie,małe,kawaler/panna,0.3342949519771008,0
8040,37,31580 złoty,brak,dobra historia,brak opóźnień,1,7,stała,tak,30849 złoty,0,wyższe,średnie,kawaler/panna,0.9529463097181156,0
8041,38,7026 złoty,brak,dobra historia,brak opóźnień,0,11,stała,nie,124285 złoty,0,średnie,małe,żonaty/zamężna,0.1894550368286961,0
8042,25,,1 dzieci,dobra historia,brak opóźnień,2,5,stała,tak,153830 złoty,0,średnie,małe,żonaty/zamężna,0.5450402999505213,0
8043,49,40000 złoty,5 dzieci,brak historii,brak opóźnień,2,14,określona,nie,65407 złoty,1,średnie,małe,kawaler/panna,0.684757359008051,0
8044,49,,brak,brak historii,opóźnienia,0,9,samozatrudnienie,nie,105168 złoty,0,podstawowe,średnie,żonaty/zamężna,0.7964587534740954,0
8045,47,,1 dzieci,,,0,12,samozatrudnienie,tak,93417 złoty,0,średnie,duże,kawaler/panna,0.0995209311271798,0
8046,33,15530 złoty,1 dzieci,dobra historia,brak opóźnień,1,3,określona,,116356 złoty,0,średnie,małe,żonaty/zamężna,0.6189783806797009,0
8047,32,13881 złoty,brak,,brak opóźnień,3,5,stała,tak,,0,wyższe,małe,żonaty/zamężna,0.3809031574573831,0
8048,27,,3 dzieci,dobra historia,brak opóźnień,1,6,stała,nie,88677 złoty,0,wyższe,średnie,kawaler/panna,0.0851400675503959,0
8049,40,,1 dzieci,dobra historia,brak opóźnień,0,11,określona,tak,,1,średnie,średnie,żonaty/zamężna,0.3116460290109479,0
8050,29,24087 złoty,brak,dobra historia,opóźnienia,2,10,określona,,127988 złoty,0,podstawowe,małe,żonaty/zamężna,0.7152243760320368,0
8051,28,21274 złoty,3 dzieci,dobra historia,brak opóźnień,3,8,stała,tak,56088 złoty,0,wyższe,małe,żonaty/zamężna,0.3518411995231182,0
8052,35,,1 dzieci,brak historii,brak opóźnień,1,6,określona,tak,,0,średnie,średnie,żonaty/zamężna,0.2720067002280704,0
8053,35,27235 złoty,brak,,brak opóźnień,0,3,brak,,69997 złoty,0,średnie,małe,żonaty/zamężna,0.6580639267974715,0
8054,34,27690 złoty,1 dzieci,dobra historia,opóźnienia,0,13,stała,tak,,0,średnie,średnie,żonaty/zamężna,0.8932437855678619,0
8055,44,39441 złoty,2 dzieci,dobra historia,brak opóźnień,3,4,brak,,81201 złoty,0,podstawowe,średnie,kawaler/panna,0.2152629336753097,0
8056,40,,brak,dobra historia,brak opóźnień,3,12,określona,nie,,1,podstawowe,małe,rozwiedziony/rozwiedziona,0.7620058500598612,0
8057,37,11720 złoty,3 dzieci,brak historii,opóźnienia,1,2,samozatrudnienie,tak,112683 złoty,0,średnie,średnie,żonaty/zamężna,0.9611439304656952,0
8058,41,40000 złoty,4 dzieci,,brak opóźnień,3,10,brak,tak,109453 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.0208951175617143,0
8059,30,23574 złoty,1 dzieci,dobra historia,brak opóźnień,1,16,brak,tak,34422 złoty,0,podstawowe,małe,kawaler/panna,0.3202033986567502,0
8060,41,,1 dzieci,brak historii,opóźnienia,1,12,stała,tak,,0,średnie,średnie,żonaty/zamężna,0.9941533123872416,0
8061,41,16047 złoty,3 dzieci,brak historii,brak opóźnień,2,10,stała,tak,47889 złoty,1,średnie,średnie,kawaler/panna,0.9204074362211996,0
8062,24,16180 złoty,brak,brak historii,opóźnienia,3,15,określona,nie,59146 złoty,1,średnie,małe,żonaty/zamężna,0.4989510078514119,0
8063,49,33636 złoty,5 dzieci,brak historii,,2,6,określona,,68796 złoty,1,średnie,duże,żonaty/zamężna,0.701763371192622,0
8064,31,36037 złoty,1 dzieci,,,0,6,stała,nie,10486 złoty,0,średnie,średnie,żonaty/zamężna,0.4116422662187182,0
8065,40,32594 złoty,brak,,opóźnienia,2,11,brak,tak,46189 złoty,0,średnie,duże,kawaler/panna,0.3489163777949193,0
8066,51,32744 złoty,1 dzieci,,,2,7,samozatrudnienie,nie,92319 złoty,0,średnie,małe,żonaty/zamężna,0.889914467451666,0
8067,49,29275 złoty,1 dzieci,dobra historia,brak opóźnień,1,6,stała,tak,15712 złoty,0,podstawowe,duże,żonaty/zamężna,0.4237743737552072,0
8068,40,23523 złoty,brak,dobra historia,brak opóźnień,3,3,brak,nie,,0,średnie,średnie,kawaler/panna,0.7567146499152998,0
8069,36,20177 złoty,2 dzieci,,brak opóźnień,3,4,brak,nie,,0,średnie,duże,kawaler/panna,0.7819816594836895,0
8070,49,,1 dzieci,dobra historia,brak opóźnień,2,14,stała,tak,,0,średnie,średnie,żonaty/zamężna,0.9767130649358368,0
8071,46,,2 dzieci,,brak opóźnień,3,14,samozatrudnienie,tak,,0,podstawowe,średnie,kawaler/panna,0.5038499211014886,0
8072,33,26502 złoty,brak,dobra historia,opóźnienia,4,22,stała,tak,36966 złoty,1,podstawowe,średnie,żonaty/zamężna,0.1699272478899927,0
8073,32,,1 dzieci,,opóźnienia,0,15,stała,tak,84491 złoty,0,wyższe,małe,żonaty/zamężna,0.6116482388214689,0
8074,19,15840 złoty,2 dzieci,dobra historia,brak opóźnień,2,11,samozatrudnienie,,,1,wyższe,średnie,żonaty/zamężna,0.0438986620885135,0
8075,41,19573 złoty,4 dzieci,dobra historia,,0,14,określona,tak,54834 złoty,1,podstawowe,średnie,żonaty/zamężna,0.4762994228297094,0
8076,39,,3 dzieci,dobra historia,brak opóźnień,1,4,stała,tak,13675 złoty,0,średnie,średnie,kawaler/panna,0.8607557019396014,0
8077,51,32824 złoty,3 dzieci,brak historii,opóźnienia,3,12,samozatrudnienie,tak,27985 złoty,1,średnie,małe,kawaler/panna,0.7833438554707599,0
8078,43,11225 złoty,brak,,opóźnienia,0,9,stała,tak,183371 złoty,0,średnie,średnie,żonaty/zamężna,0.0661578025052245,0
8079,53,,2 dzieci,,,0,21,stała,nie,10000 złoty,0,średnie,duże,żonaty/zamężna,0.5242604393722344,0
8080,33,23535 złoty,brak,brak historii,brak opóźnień,1,16,określona,nie,145591 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.0372722321660448,0
8081,51,8907 złoty,brak,,2,2,14,stała,tak,46196 złoty,0,podstawowe,średnie,żonaty/zamężna,0.7861477675369081,0
8082,34,17667 złoty,brak,dobra historia,brak opóźnień,0,5,samozatrudnienie,tak,86100 złoty,0,wyższe,średnie,żonaty/zamężna,0.9340453157650458,0
8083,47,25030 złoty,3 dzieci,dobra historia,brak opóźnień,1,26,stała,,61918 złoty,1,średnie,średnie,żonaty/zamężna,0.2663319229865194,0
8084,25,27292 złoty,brak,brak historii,brak opóźnień,3,9,określona,tak,69333 złoty,0,średnie,duże,kawaler/panna,0.7210984492363824,0
8085,42,19887 złoty,brak,dobra historia,,0,6,stała,,,0,średnie,duże,żonaty/zamężna,0.4325269135046896,0
8086,20,30897 złoty,brak,dobra historia,brak opóźnień,0,14,stała,,63663 złoty,0,średnie,średnie,żonaty/zamężna,0.30672446272062,0
8087,37,20854 złoty,1 dzieci,dobra historia,brak opóźnień,0,2,stała,nie,,1,podstawowe,średnie,kawaler/panna,0.4031222297137048,0
8088,44,22177 złoty,3 dzieci,brak historii,,1,5,stała,,423651 złoty,0,średnie,średnie,żonaty/zamężna,0.0404349773744403,0
8089,34,24979 złoty,brak,dobra historia,,2,6,określona,,54158 złoty,0,średnie,małe,kawaler/panna,0.1600223427316923,0
8090,29,35013 złoty,1 dzieci,dobra historia,brak opóźnień,1,11,stała,nie,,1,podstawowe,średnie,żonaty/zamężna,0.2222431450038559,0
8091,48,15711 złoty,brak,dobra historia,brak opóźnień,2,11,stała,,,1,średnie,małe,kawaler/panna,0.2936601485264134,0
8092,38,17267 złoty,brak,brak historii,2,0,6,stała,tak,52575 złoty,0,średnie,duże,kawaler/panna,0.2670902854657759,0
8093,35,15765 złoty,brak,dobra historia,brak opóźnień,1,8,stała,tak,38499 złoty,1,średnie,średnie,żonaty/zamężna,0.3749330612456816,0
8094,40,18655 złoty,brak,dobra historia,,1,0,samozatrudnienie,nie,56420 złoty,0,średnie,duże,rozwiedziony/rozwiedziona,0.8063845823239936,0
8095,66,40000 złoty,1 dzieci,dobra historia,2,0,9,określona,tak,72694 złoty,0,średnie,małe,kawaler/panna,0.4176300091168613,0
8096,51,29329 złoty,brak,,brak opóźnień,2,10,określona,tak,98561 złoty,0,średnie,średnie,żonaty/zamężna,0.2936344802177285,0
8097,51,12512 złoty,2 dzieci,dobra historia,brak opóźnień,2,15,brak,,116592 złoty,0,średnie,małe,żonaty/zamężna,0.7956230605223512,0
8098,44,16313 złoty,4 dzieci,dobra historia,brak opóźnień,2,9,stała,tak,17667 złoty,0,średnie,średnie,żonaty/zamężna,0.9189956912307172,0
8099,41,26539 złoty,brak,dobra historia,brak opóźnień,2,13,samozatrudnienie,nie,49443 złoty,0,średnie,średnie,kawaler/panna,0.3389600422569362,0
8100,18,13999 złoty,brak,dobra historia,opóźnienia,4,8,stała,nie,25352 złoty,0,wyższe,małe,kawaler/panna,0.8251535241247239,0
8101,33,15326 złoty,2 dzieci,dobra historia,,2,20,określona,,26051 złoty,1,podstawowe,małe,żonaty/zamężna,0.9656677360087532,0
8102,35,40000 złoty,brak,brak historii,brak opóźnień,1,10,samozatrudnienie,nie,19177 złoty,0,średnie,średnie,kawaler/panna,0.3382348315960287,0
8103,21,16208 złoty,brak,dobra historia,brak opóźnień,0,10,samozatrudnienie,tak,182014 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.1042424160471843,0
8104,28,35501 złoty,brak,dobra historia,opóźnienia,2,5,stała,tak,43441 złoty,0,średnie,średnie,żonaty/zamężna,0.4227869469051761,0
8105,20,40000 złoty,3 dzieci,dobra historia,brak opóźnień,1,14,stała,,108635 złoty,1,wyższe,małe,żonaty/zamężna,0.1433521100234853,0
8106,39,15264 złoty,1 dzieci,dobra historia,,2,12,stała,tak,140867 złoty,0,średnie,duże,kawaler/panna,0.2081819820741581,0
8107,48,14115 złoty,brak,brak historii,,4,15,stała,tak,,0,podstawowe,małe,żonaty/zamężna,0.6473425124577223,0
8108,51,19185 złoty,brak,brak historii,opóźnienia,2,7,określona,nie,73036 złoty,1,wyższe,małe,żonaty/zamężna,0.4981406761034203,0
8109,44,12780 złoty,brak,dobra historia,brak opóźnień,1,10,samozatrudnienie,tak,10000 złoty,1,wyższe,średnie,rozwiedziony/rozwiedziona,0.7145306626536411,0
8110,30,23400 złoty,brak,brak historii,brak opóźnień,1,17,stała,nie,,1,podstawowe,średnie,rozwiedziony/rozwiedziona,0.4152029777695056,0
8111,20,,brak,brak historii,brak opóźnień,1,20,stała,,67736 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.9999099332005504,0
8112,22,26378 złoty,2 dzieci,dobra historia,brak opóźnień,2,15,samozatrudnienie,tak,99300 złoty,0,średnie,średnie,kawaler/panna,0.5880773480003051,0
8113,27,40000 złoty,brak,dobra historia,opóźnienia,1,13,samozatrudnienie,tak,,1,średnie,małe,żonaty/zamężna,0.3210506017122472,0
8114,31,33148 złoty,brak,dobra historia,brak opóźnień,3,4,stała,tak,47398 złoty,1,podstawowe,małe,rozwiedziony/rozwiedziona,0.2153398630560123,0
8115,38,28130 złoty,brak,,brak opóźnień,1,8,określona,tak,35450 złoty,0,średnie,średnie,kawaler/panna,0.3013666262457459,0
8116,29,8241 złoty,brak,dobra historia,brak opóźnień,2,0,brak,tak,95120 złoty,1,średnie,duże,żonaty/zamężna,0.2412583507540283,0
8117,43,27493 złoty,4 dzieci,dobra historia,,3,12,określona,tak,196313 złoty,1,podstawowe,małe,żonaty/zamężna,0.495385361329243,0
8118,37,,brak,brak historii,brak opóźnień,0,9,stała,nie,69398 złoty,0,podstawowe,małe,kawaler/panna,0.839058334965025,0
8119,40,4888 złoty,brak,dobra historia,,3,13,określona,,,1,podstawowe,małe,kawaler/panna,0.4093117753930029,1
8120,51,31091 złoty,brak,dobra historia,brak opóźnień,3,8,stała,,,1,wyższe,średnie,kawaler/panna,0.3204335026692173,0
8121,28,20339 złoty,brak,dobra historia,opóźnienia,4,6,określona,tak,248424 złoty,0,średnie,średnie,żonaty/zamężna,0.4908521566555591,0
8122,44,14401 złoty,3 dzieci,dobra historia,brak opóźnień,1,7,samozatrudnienie,tak,86961 złoty,0,podstawowe,średnie,żonaty/zamężna,0.3741924198351116,0
8123,39,32878 złoty,brak,,brak opóźnień,0,17,stała,nie,12937 złoty,1,podstawowe,średnie,żonaty/zamężna,0.0439686312132501,0
8124,36,40000 złoty,brak,dobra historia,opóźnienia,2,16,stała,,26250 złoty,0,podstawowe,duże,kawaler/panna,0.3401901828257726,0
8125,48,32455 złoty,brak,,brak opóźnień,1,9,określona,nie,16837 złoty,1,podstawowe,średnie,żonaty/zamężna,0.3291834951861513,0
8126,48,18295 złoty,2 dzieci,,brak opóźnień,1,17,stała,tak,,0,podstawowe,małe,kawaler/panna,0.7064700164561856,0
8127,30,13742 złoty,1 dzieci,dobra historia,2,2,15,samozatrudnienie,tak,14507 złoty,0,średnie,średnie,kawaler/panna,0.1744823092963222,0
8128,38,23678 złoty,1 dzieci,dobra historia,brak opóźnień,0,7,stała,tak,,0,średnie,małe,żonaty/zamężna,0.0690948151297945,0
8129,42,34084 złoty,brak,dobra historia,opóźnienia,1,6,samozatrudnienie,tak,,0,średnie,duże,rozwiedziony/rozwiedziona,0.0480750746044439,0
8130,37,18150 złoty,3 dzieci,,brak opóźnień,4,5,brak,nie,,0,średnie,małe,kawaler/panna,0.1117072428734209,0
8131,45,19049 złoty,brak,brak historii,2,3,8,stała,nie,19857 złoty,0,podstawowe,małe,żonaty/zamężna,0.0225544918248477,0
8132,42,40000 złoty,1 dzieci,dobra historia,opóźnienia,2,13,stała,tak,,0,średnie,średnie,kawaler/panna,0.7708278008227735,0
8133,58,37772 złoty,1 dzieci,dobra historia,brak opóźnień,0,7,brak,tak,44652 złoty,0,podstawowe,średnie,kawaler/panna,0.954467641653822,0
8134,24,39146 złoty,1 dzieci,brak historii,brak opóźnień,2,5,stała,nie,18756 złoty,1,średnie,średnie,kawaler/panna,0.1443357183130567,0
8135,38,,brak,dobra historia,brak opóźnień,2,17,stała,nie,30038 złoty,1,wyższe,duże,żonaty/zamężna,0.0982035644157277,0
8136,30,,brak,dobra historia,2,2,12,stała,tak,69178 złoty,1,wyższe,duże,kawaler/panna,0.6149748890207255,0
8137,46,22864 złoty,brak,dobra historia,opóźnienia,0,9,stała,tak,85328 złoty,1,średnie,średnie,żonaty/zamężna,0.3401001111676935,0
8138,23,13352 złoty,brak,brak historii,,2,0,stała,nie,56692 złoty,1,podstawowe,duże,żonaty/zamężna,0.6048234602992785,0
8139,43,,1 dzieci,brak historii,brak opóźnień,1,14,stała,tak,,1,podstawowe,duże,żonaty/zamężna,0.723208558195209,0
8140,33,,brak,,3,0,3,brak,nie,101079 złoty,0,średnie,małe,żonaty/zamężna,0.9499517349526272,1
8141,32,16868 złoty,1 dzieci,dobra historia,,4,10,samozatrudnienie,nie,61010 złoty,0,średnie,małe,żonaty/zamężna,0.8921040280118607,0
8142,25,40000 złoty,3 dzieci,brak historii,,0,14,stała,,40502 złoty,0,średnie,średnie,kawaler/panna,0.1074572412947171,0
8143,35,21979 złoty,brak,,,3,15,stała,tak,57802 złoty,1,podstawowe,małe,żonaty/zamężna,0.0470868286069118,0
8144,50,40000 złoty,brak,dobra historia,brak opóźnień,2,5,stała,,24048 złoty,1,średnie,małe,żonaty/zamężna,0.0622225019077963,0
8145,39,,3 dzieci,dobra historia,brak opóźnień,1,15,stała,tak,92820 złoty,0,średnie,duże,żonaty/zamężna,0.6668856090598307,0
8146,46,29380 złoty,1 dzieci,dobra historia,brak opóźnień,3,10,brak,,35106 złoty,0,podstawowe,małe,rozwiedziony/rozwiedziona,0.447800717180763,0
8147,56,40000 złoty,brak,brak historii,brak opóźnień,0,12,brak,tak,41301 złoty,1,średnie,średnie,żonaty/zamężna,0.2444280022285015,0
8148,42,40000 złoty,brak,dobra historia,opóźnienia,3,4,brak,nie,33380 złoty,0,podstawowe,średnie,żonaty/zamężna,0.4001989714619236,0
8149,34,28434 złoty,1 dzieci,dobra historia,brak opóźnień,2,2,stała,tak,,0,średnie,średnie,rozwiedziony/rozwiedziona,0.7941806486639928,0
8150,44,20525 złoty,1 dzieci,dobra historia,opóźnienia,0,19,stała,tak,18333 złoty,0,podstawowe,duże,żonaty/zamężna,0.5503030051227616,0
8151,34,28483 złoty,1 dzieci,,brak opóźnień,1,18,stała,tak,,0,podstawowe,duże,rozwiedziony/rozwiedziona,0.7559052087956531,0
8152,34,14645 złoty,1 dzieci,brak historii,brak opóźnień,2,0,stała,nie,101779 złoty,0,średnie,duże,żonaty/zamężna,0.8963254605934712,0
8153,24,23767 złoty,2 dzieci,dobra historia,opóźnienia,1,14,stała,nie,189819 złoty,0,średnie,średnie,żonaty/zamężna,0.6538301534629699,0
8154,49,12649 złoty,brak,brak historii,,1,7,stała,tak,55176 złoty,0,wyższe,średnie,żonaty/zamężna,0.1828960103754345,0
8155,36,9041 złoty,2 dzieci,,opóźnienia,0,15,stała,nie,,0,średnie,średnie,żonaty/zamężna,0.1967789209761759,0
8156,41,,5 dzieci,brak historii,opóźnienia,1,2,stała,,43585 złoty,0,średnie,średnie,kawaler/panna,0.2603884731983917,0
8157,29,40000 złoty,brak,dobra historia,opóźnienia,1,9,stała,nie,,0,podstawowe,średnie,kawaler/panna,0.0844282114609539,0
8158,44,,2 dzieci,dobra historia,,3,12,określona,nie,30599 złoty,1,podstawowe,średnie,żonaty/zamężna,0.8735471540066091,0
8159,32,21142 złoty,brak,dobra historia,brak opóźnień,2,1,stała,,50893 złoty,0,średnie,średnie,żonaty/zamężna,0.4334856132258341,0
8160,38,40000 złoty,brak,,brak opóźnień,2,3,stała,tak,60315 złoty,0,średnie,średnie,żonaty/zamężna,0.2714748499115338,0
8161,48,16571 złoty,3 dzieci,,brak opóźnień,1,8,określona,nie,,0,średnie,duże,kawaler/panna,0.0016013238110733,0
8162,47,8442 złoty,brak,brak historii,opóźnienia,2,3,stała,tak,,1,podstawowe,średnie,żonaty/zamężna,0.9967037558856238,0
8163,39,,brak,dobra historia,brak opóźnień,1,9,samozatrudnienie,nie,75417 złoty,1,średnie,średnie,rozwiedziony/rozwiedziona,0.8284482192925886,0
8164,22,,brak,dobra historia,,1,8,samozatrudnienie,,,0,średnie,średnie,kawaler/panna,0.9911704455039766,0
8165,69,,brak,brak historii,2,0,12,brak,,27305 złoty,0,średnie,średnie,kawaler/panna,0.1828946913314562,0
8166,57,16036 złoty,1 dzieci,,opóźnienia,0,12,stała,tak,43953 złoty,1,średnie,duże,żonaty/zamężna,0.0217128021574316,0
8167,47,,brak,dobra historia,opóźnienia,2,7,określona,,91154 złoty,0,podstawowe,średnie,kawaler/panna,0.3765667465531371,0
8168,32,40000 złoty,brak,brak historii,opóźnienia,3,14,stała,tak,69058 złoty,0,podstawowe,duże,żonaty/zamężna,0.2653677231654854,0
8169,38,,brak,dobra historia,opóźnienia,2,3,stała,nie,20281 złoty,0,podstawowe,duże,żonaty/zamężna,0.9902233071015842,0
8170,34,27980 złoty,1 dzieci,,opóźnienia,3,5,stała,tak,77382 złoty,0,średnie,średnie,kawaler/panna,0.0395442324041871,0
8171,52,28838 złoty,1 dzieci,dobra historia,brak opóźnień,0,0,stała,tak,96986 złoty,0,podstawowe,małe,kawaler/panna,0.1066276996953664,0
8172,42,14323 złoty,1 dzieci,dobra historia,opóźnienia,0,8,samozatrudnienie,nie,36588 złoty,0,podstawowe,duże,żonaty/zamężna,0.0708650213110153,0
8173,32,,1 dzieci,brak historii,brak opóźnień,1,16,brak,tak,108305 złoty,0,średnie,małe,kawaler/panna,0.8411457319331217,0
8174,35,,brak,dobra historia,brak opóźnień,5,10,stała,,88248 złoty,0,wyższe,małe,kawaler/panna,0.4237784448720987,1
8175,51,18180 złoty,2 dzieci,dobra historia,brak opóźnień,1,5,stała,tak,10000 złoty,0,średnie,średnie,żonaty/zamężna,0.4986282054284894,0
8176,56,40000 złoty,brak,dobra historia,brak opóźnień,3,0,stała,tak,173257 złoty,0,podstawowe,małe,żonaty/zamężna,0.2644193752140488,0
8177,55,28606 złoty,brak,dobra historia,opóźnienia,1,0,określona,tak,34289 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.1385313364513806,0
